Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August 31 2019,Fairfax,VA,Passenger,4,2,6,765,771,0.78
August 31 2022,Lincoln,WA,Passenger,9,16,25,7695,7720,0.32
June 30 2020,Snohomish,WA,Truck,0,0,0,123935,123935,0.00
October 31 2020,Flathead,MT,Passenger,1,0,1,58,59,1.69
August 31 2019,Denver,CO,Passenger,1,0,1,127,128,0.78
June 30 2022,Cowlitz,WA,Truck,2,1,3,28553,28556,0.01
February 28 2022,Cowlitz,WA,Truck,0,1,1,28908,28909,0.00
August 31 2019,Clallam,WA,Passenger,184,148,332,50730,51062,0.65
January 31 2020,San Juan,WA,Truck,0,0,0,5928,5928,0.00
June 30 2019,Pinal,AZ,Passenger,2,0,2,196,198,1.01
May 31 2018,Manatee,FL,Passenger,1,0,1,39,40,2.50
January 31 2020,Wilson,TX,Passenger,0,1,1,7,8,12.50
October 31 2022,Kitsap,WA,Passenger,2632,1125,3757,177544,181301,2.07
November 30 2020,Grays Harbor,WA,Passenger,122,117,239,48542,48781,0.49
August 31 2018,Lee,AL,Passenger,1,0,1,37,38,2.63
June 30 2020,Vigo,IN,Passenger,1,0,1,5,6,16.67
December 31 2022,Whatcom,WA,Passenger,2114,809,2923,148858,151781,1.93
June 30 2023,District of Columbia,DC,Passenger,5,0,5,144,149,3.36
August 31 2022,San Joaquin,CA,Passenger,1,1,2,85,87,2.30
February 28 2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
August 31 2023,St. Clair,IL,Passenger,1,0,1,94,95,1.05
April 30 2018,Lewis,WA,Truck,0,0,0,25309,25309,0.00
July 31 2018,Brevard,FL,Passenger,0,1,1,92,93,1.08
May 31 2021,Contra Costa,CA,Passenger,3,3,6,270,276,2.17
February 28 2023,Kittitas,WA,Truck,6,0,6,14566,14572,0.04
March 31 2023,Cowlitz,WA,Truck,7,0,7,28257,28264,0.02
July 31 2021,Lewis,WA,Passenger,165,144,309,59652,59961,0.52
February 29 2020,Lincoln,WA,Passenger,1,12,13,7780,7793,0.17
June 30 2018,Orange,CA,Passenger,4,1,5,569,574,0.87
March 31 2019,Pend Oreille,WA,Truck,0,0,0,5721,5721,0.00
September 30 2018,Hawaii,HI,Passenger,1,0,1,70,71,1.41
October 31 2022,Rockdale,GA,Passenger,1,0,1,6,7,14.29
December 31 2022,Orange,CA,Passenger,7,2,9,328,337,2.67
May 31 2017,Cascade,MT,Passenger,0,1,1,61,62,1.61
February 28 2018,Orange,FL,Passenger,2,1,3,170,173,1.73
August 31 2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
March 31 2023,Bartow,GA,Passenger,0,1,1,3,4,25.00
July 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
August 31 2020,Grays Harbor,WA,Passenger,111,116,227,48355,48582,0.47
August 31 2017,Kitsap,WA,Truck,1,0,1,52564,52565,0.00
September 30 2019,Columbia,WA,Truck,0,0,0,1536,1536,0.00
January 31 2018,Cook,IL,Passenger,1,0,1,285,286,0.35
February 28 2023,Fairfax,VA,Passenger,6,3,9,563,572,1.57
December 31 2022,Fairfax,VA,Truck,1,0,1,102,103,0.97
October 31 2022,DeKalb,GA,Passenger,1,0,1,46,47,2.13
September 30 2019,Douglas,NE,Passenger,0,1,1,61,62,1.61
February 28 2021,San Juan,WA,Passenger,383,118,501,14055,14556,3.44
July 31 2018,Adams,WA,Passenger,5,5,10,12641,12651,0.08
February 28 2021,Travis,TX,Passenger,2,3,5,165,170,2.94
June 30 2019,Lewis,WA,Truck,0,0,0,25950,25950,0.00
January 31 2023,Orange,NC,Passenger,0,1,1,5,6,16.67
April 30 2021,Eagle,CO,Passenger,1,0,1,9,10,10.00
January 31 2023,Eagle,CO,Passenger,1,0,1,7,8,12.50
October 31 2019,San Juan,WA,Passenger,236,76,312,14408,14720,2.12
July 31 2018,Washoe,NV,Passenger,1,0,1,120,121,0.83
April 30 2023,DuPage,IL,Passenger,0,1,1,28,29,3.45
February 28 2021,St. Mary's,MD,Passenger,1,0,1,216,217,0.46
January 31 2017,Orange,FL,Passenger,0,1,1,159,160,0.62
December 31 2020,Washoe,NV,Passenger,1,0,1,106,107,0.93
May 31 2017,El Paso,CO,Passenger,2,1,3,813,816,0.37
August 31 2022,Richmond,GA,Passenger,0,1,1,63,64,1.56
June 30 2023,Fairfax,VA,Passenger,6,3,9,531,540,1.67
October 31 2019,Frederick,MD,Passenger,1,1,2,86,88,2.27
December 31 2017,Pinal,AZ,Passenger,2,0,2,214,216,0.93
July 31 2017,Saratoga,NY,Passenger,1,1,2,74,76,2.63
May 31 2020,Arapahoe,CO,Passenger,1,0,1,133,134,0.75
December 31 2020,Walla Walla,WA,Passenger,98,67,165,36133,36298,0.45
September 30 2022,Miami-Dade,FL,Passenger,1,0,1,71,72,1.39
May 31 2021,Sedgwick,KS,Passenger,0,1,1,89,90,1.11
August 31 2021,Lee,FL,Passenger,1,0,1,36,37,2.70
April 30 2018,Snohomish,WA,Passenger,2189,1194,3383,518802,522185,0.65
May 31 2023,Pierce,WA,Passenger,7406,2716,10122,529644,539766,1.88
January 31 2017,Ferry,WA,Passenger,2,1,3,4387,4390,0.07
May 31 2022,Douglas,NE,Passenger,1,2,3,46,49,6.12
September 30 2020,Williamson,TX,Passenger,0,2,2,131,133,1.50
August 31 2023,Collin,TX,Passenger,3,0,3,28,31,9.68
October 31 2019,Putnam,TN,Passenger,0,1,1,3,4,25.00
January 31 2018,Okanogan,WA,Passenger,7,19,26,25704,25730,0.10
May 31 2022,Lewis,WA,Passenger,231,173,404,59508,59912,0.67
April 30 2020,Clark,NV,Passenger,4,2,6,680,686,0.87
October 31 2020,Miami-Dade,FL,Passenger,1,0,1,104,105,0.95
March 31 2020,Contra Costa,CA,Passenger,3,2,5,327,332,1.51
April 30 2019,Tulsa,OK,Passenger,1,1,2,47,49,4.08
November 30 2020,Lee,FL,Passenger,1,0,1,47,48,2.08
March 31 2021,Harrison,MS,Passenger,2,0,2,51,53,3.77
July 31 2020,Deschutes,OR,Passenger,3,0,3,133,136,2.21
April 30 2022,Galveston,TX,Passenger,0,1,1,21,22,4.55
February 28 2018,Orleans,LA,Passenger,0,1,1,46,47,2.13
March 31 2020,Shelby,TN,Passenger,0,1,1,89,90,1.11
February 28 2022,Prince William,VA,Passenger,1,1,2,199,201,1.00
April 30 2018,Walla Walla,WA,Passenger,34,40,74,35453,35527,0.21
December 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
March 31 2023,Whatcom,WA,Truck,48,0,48,42889,42937,0.11
July 31 2022,Frederick,MD,Passenger,1,0,1,65,66,1.52
May 31 2017,Columbia,WA,Truck,0,0,0,1537,1537,0.00
October 31 2019,Suffolk,MA,Passenger,0,1,1,39,40,2.50
October 31 2020,Douglas,WA,Passenger,80,43,123,28071,28194,0.44
August 31 2023,Whitman,WA,Passenger,170,79,249,21477,21726,1.15
August 31 2018,Klamath,OR,Passenger,1,0,1,35,36,2.78
January 31 2022,Pierce,WA,Truck,0,0,0,144428,144428,0.00
May 31 2017,New Haven,CT,Passenger,0,1,1,60,61,1.64
March 31 2022,Houston,GA,Passenger,1,0,1,39,40,2.50
October 31 2018,Nueces,TX,Passenger,1,1,2,88,90,2.22
December 31 2017,Douglas,WA,Passenger,38,33,71,27174,27245,0.26
January 31 2019,San Diego,CA,Passenger,10,2,12,2597,2609,0.46
October 31 2022,Maui,HI,Passenger,1,0,1,21,22,4.55
August 31 2018,Manatee,FL,Passenger,1,0,1,39,40,2.50
March 31 2017,Thurston,WA,Passenger,365,313,678,185423,186101,0.36
June 30 2022,Skamania,WA,Truck,0,0,0,3970,3970,0.00
April 30 2017,Walla Walla,WA,Passenger,22,24,46,34827,34873,0.13
March 31 2017,Fairfax,VA,Passenger,3,2,5,870,875,0.57
March 31 2022,Prince William,VA,Passenger,0,1,1,195,196,0.51
December 31 2021,Cowlitz,WA,Truck,0,1,1,28998,28999,0.00
August 31 2018,Richmond,GA,Passenger,0,1,1,94,95,1.05
September 30 2021,Pennington,SD,Passenger,1,0,1,35,36,2.78
June 30 2022,Pacific,WA,Passenger,61,71,132,15892,16024,0.82
May 31 2018,Adams,WA,Passenger,5,5,10,12597,12607,0.08
April 30 2017,Benton,WA,Truck,0,0,0,39892,39892,0.00
March 31 2022,Honolulu,HI,Passenger,5,4,9,346,355,2.54
February 28 2022,Hawaii,HI,Passenger,1,0,1,38,39,2.56
February 29 2020,Lewis,WA,Passenger,108,105,213,59578,59791,0.36
June 30 2020,Williamson,TX,Passenger,0,2,2,141,143,1.40
June 30 2019,Sarasota,FL,Passenger,1,0,1,26,27,3.70
August 31 2022,Pulaski,AR,Passenger,1,0,1,27,28,3.57
August 31 2019,Santa Cruz,CA,Passenger,1,0,1,40,41,2.44
June 30 2017,Utah,UT,Passenger,0,1,1,159,160,0.62
December 31 2021,Miami-Dade,FL,Passenger,1,0,1,89,90,1.11
November 30 2020,Franklin,WA,Truck,0,0,0,20377,20377,0.00
August 31 2018,Skamania,WA,Truck,0,0,0,3948,3948,0.00
April 30 2020,St. Louis,MO,Passenger,1,0,1,100,101,0.99
August 31 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
December 31 2021,Marin,CA,Passenger,0,1,1,35,36,2.78
April 30 2022,New Haven,CT,Passenger,0,2,2,30,32,6.25
November 30 2021,Hamilton,OH,Passenger,1,0,1,35,36,2.78
March 31 2023,King,WA,Truck,566,2,568,176592,177160,0.32
February 28 2023,Grays Harbor,WA,Truck,2,0,2,21058,21060,0.01
September 30 2022,Jefferson,WA,Truck,3,0,3,9382,9385,0.03
November 30 2018,Cook,IL,Passenger,1,0,1,253,254,0.39
September 30 2018,DeKalb,IN,Passenger,1,0,1,1,2,50.00
June 30 2022,Thurston,WA,Truck,7,0,7,55505,55512,0.01
March 31 2017,Mason,WA,Passenger,50,65,115,42933,43048,0.27
February 28 2019,Alexandria,VA,Passenger,1,0,1,158,159,0.63
August 31 2023,Bell,TX,Passenger,1,0,1,221,222,0.45
April 30 2019,King,WA,Passenger,18276,6871,25147,1384042,1409189,1.78
March 31 2020,Thurston,WA,Passenger,1131,727,1858,198595,200453,0.93
March 31 2019,Bergen,NJ,Passenger,1,0,1,25,26,3.85
September 30 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
May 31 2018,Spokane,WA,Truck,1,0,1,92366,92367,0.00
January 31 2019,Skamania,WA,Passenger,18,15,33,8740,8773,0.38
May 31 2019,Columbia,WA,Truck,0,0,0,1532,1532,0.00
January 31 2017,Salt Lake,UT,Passenger,0,1,1,357,358,0.28
July 31 2022,DeKalb,GA,Passenger,1,0,1,50,51,1.96
May 31 2020,Stafford,VA,Passenger,1,1,2,91,93,2.15
May 31 2020,Asotin,WA,Truck,0,0,0,6586,6586,0.00
August 31 2019,Caddo,LA,Passenger,0,1,1,19,20,5.00
August 31 2018,Caddo,LA,Passenger,0,1,1,23,24,4.17
October 31 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
September 30 2022,Charles,MD,Passenger,1,1,2,54,56,3.57
June 30 2018,Lane,OR,Passenger,0,1,1,186,187,0.53
May 31 2022,,,Passenger,3,1,4,284,288,1.39
September 30 2022,San Joaquin,CA,Passenger,1,0,1,83,84,1.19
March 31 2017,Orleans,LA,Passenger,0,1,1,49,50,2.00
May 31 2021,Juneau,AK,Passenger,0,1,1,23,24,4.17
December 31 2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33
October 31 2021,Onslow,NC,Passenger,0,1,1,172,173,0.58
April 30 2022,Sumter,SC,Passenger,0,1,1,31,32,3.12
January 31 2023,Lee,AL,Passenger,1,0,1,12,13,7.69
August 31 2017,Adams,WA,Passenger,3,3,6,12182,12188,0.05
May 31 2018,Lincoln,WA,Passenger,2,6,8,7643,7651,0.10
September 30 2017,Norfolk,VA,Passenger,1,1,2,312,314,0.64
December 31 2022,Stafford,VA,Passenger,3,1,4,83,87,4.60
August 31 2017,Grant,WA,Truck,0,0,0,25351,25351,0.00
January 31 2020,Hawaii,HI,Passenger,1,0,1,61,62,1.61
February 29 2020,Grays Harbor,WA,Truck,0,0,0,20809,20809,0.00
January 31 2022,Nueces,TX,Passenger,1,1,2,59,61,3.28
January 31 2018,Sacramento,CA,Passenger,1,0,1,309,310,0.32
May 31 2017,Moore,NC,Passenger,0,1,1,202,203,0.49
October 31 2020,Nueces,TX,Passenger,1,0,1,84,85,1.18
April 30 2021,Lake,IL,Passenger,2,0,2,161,163,1.23
May 31 2023,Island,WA,Truck,29,0,29,20999,21028,0.14
October 31 2020,Chelan,WA,Truck,0,0,0,22768,22768,0.00
July 31 2022,Washington,MD,Passenger,2,0,2,15,17,11.76
July 31 2020,Carroll,NH,Passenger,0,1,1,4,5,20.00
November 30 2019,Clark,WA,Passenger,1806,1026,2832,317515,320347,0.88
February 28 2022,Whitman,WA,Passenger,70,56,126,22016,22142,0.57
April 30 2023,Lincoln,WA,Passenger,18,16,34,7653,7687,0.44
June 30 2020,Pacific,WA,Truck,0,0,0,7699,7699,0.00
October 31 2018,Adams,WA,Passenger,5,5,10,12720,12730,0.08
July 31 2017,Duval,FL,Passenger,1,1,2,379,381,0.52
September 30 2019,Denver,CO,Passenger,1,0,1,127,128,0.78
May 31 2022,Dorchester,SC,Passenger,1,0,1,57,58,1.72
June 30 2023,Asotin,WA,Passenger,35,22,57,12362,12419,0.46
February 28 2021,Montgomery,MD,Passenger,1,0,1,237,238,0.42
February 28 2019,Palm Beach,FL,Passenger,0,1,1,92,93,1.08
February 28 2022,Columbia,WA,Truck,0,0,0,1570,1570,0.00
December 31 2021,Spartanburg,SC,Passenger,0,1,1,48,49,2.04
December 31 2017,Asotin,WA,Passenger,8,5,13,12518,12531,0.10
July 31 2023,Mason,WA,Passenger,465,212,677,45648,46325,1.46
June 30 2023,Jefferson,WA,Passenger,561,258,819,24164,24983,3.28
April 30 2020,Island,WA,Passenger,405,270,675,62847,63522,1.06
April 30 2021,Island,WA,Passenger,582,307,889,63232,64121,1.39
November 30 2022,Skagit,WA,Passenger,906,352,1258,89487,90745,1.39
January 31 2018,Duval,FL,Passenger,1,2,3,368,371,0.81
February 28 2022,Franklin,WA,Truck,0,0,0,20925,20925,0.00
February 28 2021,Stafford,VA,Passenger,2,1,3,98,101,2.97
August 31 2020,Arapahoe,CO,Passenger,1,0,1,130,131,0.76
August 31 2021,Lake,FL,Passenger,1,0,1,22,23,4.35
December 31 2019,Whatcom,WA,Passenger,987,477,1464,151691,153155,0.96
January 31 2019,Prince William,VA,Passenger,0,4,4,254,258,1.55
July 31 2020,Island,WA,Passenger,430,272,702,62854,63556,1.10
June 30 2018,Queens,NY,Passenger,1,0,1,61,62,1.61
January 31 2017,San Juan,WA,Truck,0,0,0,5594,5594,0.00
November 30 2019,Anne Arundel,MD,Passenger,1,2,3,439,442,0.68
December 31 2021,Harnett,NC,Passenger,1,1,2,160,162,1.23
September 30 2019,Fresno,CA,Passenger,1,0,1,202,203,0.49
June 30 2022,Sarpy,NE,Passenger,1,0,1,55,56,1.79
October 31 2021,Okanogan,WA,Truck,0,0,0,16677,16677,0.00
March 31 2017,Chelan,WA,Truck,0,0,0,21220,21220,0.00
December 31 2022,Pacific,WA,Truck,2,0,2,7835,7837,0.03
September 30 2018,Prince William,VA,Passenger,0,4,4,258,262,1.53
June 30 2017,Columbia,WA,Truck,0,0,0,1531,1531,0.00
January 31 2017,Union,OH,Passenger,1,0,1,4,5,20.00
July 31 2019,Kitsap,WA,Passenger,1091,625,1716,181230,182946,0.94
April 30 2022,Pacific,WA,Passenger,60,68,128,15936,16064,0.80
December 31 2022,Chelan,WA,Truck,13,0,13,23095,23108,0.06
May 31 2019,Douglas,WA,Truck,0,0,0,12183,12183,0.00
March 31 2021,Broward,FL,Passenger,1,0,1,112,113,0.88
August 31 2023,Chesapeake,VA,Passenger,1,2,3,256,259,1.16
July 31 2019,King,WA,Passenger,19626,7112,26738,1391228,1417966,1.89
June 30 2018,Thurston,WA,Passenger,572,481,1053,193031,194084,0.54
September 30 2018,Adams,WA,Passenger,5,5,10,12682,12692,0.08
June 30 2023,Charleston,SC,Passenger,1,2,3,50,53,5.66
July 31 2020,Denver,CO,Passenger,1,0,1,115,116,0.86
November 30 2022,Nueces,TX,Passenger,0,1,1,49,50,2.00
August 31 2023,Frederick,MD,Passenger,1,1,2,51,53,3.77
June 30 2023,St. Mary's,MD,Passenger,1,0,1,162,163,0.61
January 31 2022,Collin,TX,Passenger,2,0,2,104,106,1.89
August 31 2019,Polk,FL,Passenger,1,0,1,68,69,1.45
June 30 2022,Whatcom,WA,Passenger,1814,737,2551,148987,151538,1.68
September 30 2021,Santa Clara,CA,Passenger,8,2,10,249,259,3.86
June 30 2018,Cape May,NJ,Passenger,0,1,1,21,22,4.55
July 31 2021,Lewis,WA,Truck,0,0,0,26765,26765,0.00
December 31 2020,Kittitas,WA,Passenger,127,51,178,29818,29996,0.59
July 31 2020,District of Columbia,DC,Passenger,2,1,3,205,208,1.44
February 29 2020,Boulder,CO,Passenger,1,1,2,50,52,3.85
May 31 2022,Williamson,TX,Passenger,1,2,3,83,86,3.49
July 31 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
February 28 2023,Asotin,WA,Truck,0,0,0,6668,6668,0.00
March 31 2022,Lewis,WA,Truck,0,0,0,26513,26513,0.00
April 30 2020,Kittitas,WA,Truck,0,0,0,14592,14592,0.00
July 31 2021,Erie,NY,Passenger,1,0,1,38,39,2.56
October 31 2020,Lewis,WA,Passenger,114,115,229,58449,58678,0.39
February 28 2018,San Diego,CA,Passenger,6,1,7,2575,2582,0.27
January 31 2019,Riverside,CA,Passenger,2,2,4,667,671,0.60
April 30 2022,Jefferson,WA,Truck,0,0,0,9522,9522,0.00
August 31 2020,Cumberland,NC,Passenger,0,3,3,462,465,0.65
August 31 2021,St. Mary's,MD,Passenger,1,0,1,208,209,0.48
July 31 2019,San Juan,WA,Truck,0,0,0,5890,5890,0.00
July 31 2022,San Bernardino,CA,Passenger,1,1,2,315,317,0.63
March 31 2023,Montgomery,MD,Passenger,4,4,8,187,195,4.10
May 31 2018,Collier,FL,Passenger,1,0,1,22,23,4.35
April 30 2018,Virginia Beach,VA,Passenger,2,1,3,688,691,0.43
February 29 2020,Penobscot,ME,Passenger,0,1,1,16,17,5.88
December 31 2018,Montgomery,AL,Passenger,0,1,1,47,48,2.08
August 31 2022,Fairfax,VA,Truck,1,0,1,112,113,0.88
October 31 2021,Orange,NC,Passenger,0,1,1,11,12,8.33
June 30 2023,Essex,NJ,Passenger,2,0,2,4,6,33.33
June 30 2020,Charles,MD,Passenger,1,1,2,75,77,2.60
September 30 2019,Jefferson,WA,Truck,0,0,0,9682,9682,0.00
August 31 2017,Flathead,MT,Passenger,1,0,1,59,60,1.67
September 30 2020,Jefferson,CO,Passenger,0,1,1,57,58,1.72
July 31 2020,Benton,WA,Passenger,373,321,694,134293,134987,0.51
June 30 2017,Fairfax,VA,Passenger,3,2,5,861,866,0.58
May 31 2022,Stevens,WA,Truck,0,0,0,18957,18957,0.00
July 31 2017,Montgomery,TN,Passenger,1,0,1,284,285,0.35
December 31 2020,Ramsey,MN,Passenger,1,0,1,35,36,2.78
July 31 2021,Kitsap,WA,Truck,0,0,0,54421,54421,0.00
November 30 2022,Hennepin,MN,Passenger,1,0,1,43,44,2.27
August 31 2020,Pinal,AZ,Passenger,1,0,1,179,180,0.56
October 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
February 29 2020,King,WA,Truck,6,1,7,182605,182612,0.00
January 31 2022,Queens,NY,Passenger,1,0,1,49,50,2.00
February 28 2017,Grant,WA,Passenger,16,21,37,60187,60224,0.06
March 31 2023,Bexar,TX,Passenger,3,3,6,366,372,1.61
June 30 2021,Los Angeles,CA,Passenger,9,11,20,894,914,2.19
July 31 2021,Kings,NY,Passenger,1,0,1,65,66,1.52
October 31 2019,DuPage,IL,Passenger,3,0,3,62,65,4.62
March 31 2022,Allegheny,PA,Passenger,1,1,2,56,58,3.45
August 31 2018,Santa Rosa,FL,Passenger,1,0,1,93,94,1.06
October 31 2021,Greene,MO,Passenger,0,1,1,30,31,3.23
September 30 2022,Montgomery,AL,Passenger,0,1,1,35,36,2.78
April 30 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
July 31 2022,Stevens,WA,Passenger,72,54,126,30071,30197,0.42
July 31 2017,Thurston,WA,Passenger,418,350,768,187061,187829,0.41
March 31 2017,Klickitat,WA,Passenger,21,23,44,14774,14818,0.30
November 30 2020,San Juan,WA,Passenger,355,106,461,14014,14475,3.18
September 30 2020,Ferry,WA,Truck,0,0,0,3583,3583,0.00
November 30 2020,Prince George's,MD,Passenger,2,1,3,152,155,1.94
April 30 2020,Clallam,WA,Passenger,219,166,385,50340,50725,0.76
October 31 2022,Charles,MD,Passenger,1,1,2,53,55,3.64
June 30 2021,Okanogan,WA,Passenger,63,38,101,26508,26609,0.38
March 31 2017,Lewis,WA,Passenger,45,34,79,55093,55172,0.14
August 31 2020,Douglas,NE,Passenger,0,1,1,53,54,1.85
December 31 2019,Sedgwick,KS,Passenger,1,1,2,97,99,2.02
October 31 2022,Loudoun,VA,Passenger,3,1,4,60,64,6.25
December 31 2020,Bexar,TX,Passenger,3,5,8,576,584,1.37
June 30 2019,Ventura,CA,Passenger,0,2,2,318,320,0.62
February 28 2019,Beaufort,SC,Passenger,1,0,1,37,38,2.63
February 29 2020,Allegheny,PA,Passenger,1,0,1,74,75,1.33
April 30 2021,Carson City,NV,Passenger,1,0,1,11,12,8.33
December 31 2019,Whitman,WA,Passenger,42,46,88,22678,22766,0.39
January 31 2020,Cowlitz,WA,Truck,0,0,0,29029,29029,0.00
May 31 2019,Goochland,VA,Passenger,1,1,2,258,260,0.77
January 31 2023,Hudson,NJ,Passenger,1,0,1,27,28,3.57
August 31 2020,Denton,TX,Passenger,1,0,1,92,93,1.08
January 31 2023,Deschutes,OR,Passenger,2,0,2,62,64,3.12
June 30 2019,Spokane,WA,Truck,1,0,1,94854,94855,0.00
March 31 2017,Asotin,WA,Truck,0,0,0,6511,6511,0.00
July 31 2022,Middlesex,MA,Passenger,2,1,3,73,76,3.95
August 31 2022,Burlington,NJ,Passenger,0,2,2,103,105,1.90
January 31 2021,Bradley,TN,Passenger,1,0,1,0,1,100.00
October 31 2017,King,WA,Truck,7,1,8,185847,185855,0.00
July 31 2023,Lewis,WA,Passenger,335,219,554,58517,59071,0.94
May 31 2017,Utah,UT,Passenger,0,1,1,165,166,0.60
December 31 2019,Norfolk,VA,Passenger,1,2,3,351,354,0.85
April 30 2019,El Paso,TX,Passenger,3,0,3,491,494,0.61
September 30 2021,Jefferson,WA,Passenger,358,186,544,24806,25350,2.15
September 30 2017,Maui,HI,Passenger,1,0,1,70,71,1.41
October 31 2018,Pierce,WA,Truck,0,0,0,138775,138775,0.00
December 31 2017,Fairfax,VA,Passenger,3,2,5,831,836,0.60
June 30 2019,Charleston,SC,Passenger,1,0,1,119,120,0.83
August 31 2020,Montgomery,AL,Passenger,0,1,1,40,41,2.44
December 31 2018,Manatee,FL,Passenger,1,0,1,39,40,2.50
July 31 2022,San Diego,CA,Passenger,17,11,28,2283,2311,1.21
September 30 2017,Saratoga,NY,Passenger,1,1,2,72,74,2.70
July 31 2023,Polk,OR,Passenger,0,1,1,14,15,6.67
January 31 2018,Spokane,WA,Truck,1,0,1,91736,91737,0.00
March 31 2017,Douglas,WA,Passenger,29,19,48,26594,26642,0.18
March 31 2023,Anchorage,AK,Passenger,1,0,1,97,98,1.02
June 30 2018,San Francisco,CA,Passenger,1,1,2,130,132,1.52
April 30 2019,Shasta,CA,Passenger,1,0,1,41,42,2.38
June 30 2018,Klamath,OR,Passenger,1,0,1,35,36,2.78
January 31 2020,Eagle,CO,Passenger,1,0,1,7,8,12.50
August 31 2020,Asotin,WA,Passenger,17,14,31,12355,12386,0.25
April 30 2018,Asotin,WA,Passenger,8,6,14,12639,12653,0.11
February 28 2019,Santa Cruz,CA,Passenger,1,0,1,43,44,2.27
March 31 2022,Broward,FL,Passenger,2,0,2,89,91,2.20
July 31 2021,Alexandria,VA,Passenger,2,0,2,120,122,1.64
March 31 2020,Whitman,WA,Truck,0,0,0,8549,8549,0.00
June 30 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
October 31 2022,Napa,CA,Passenger,0,1,1,10,11,9.09
December 31 2020,Klamath,OR,Passenger,1,0,1,31,32,3.12
January 31 2021,Dakota,MN,Passenger,0,1,1,28,29,3.45
August 31 2021,Williams,ND,Passenger,0,1,1,7,8,12.50
April 30 2020,Franklin,WA,Truck,0,0,0,19843,19843,0.00
March 31 2023,Honolulu,HI,Passenger,2,3,5,269,274,1.82
October 31 2019,Ada,ID,Passenger,0,2,2,305,307,0.65
February 28 2017,Saratoga,NY,Passenger,1,1,2,78,80,2.50
November 30 2020,Kittitas,WA,Passenger,125,52,177,29737,29914,0.59
December 31 2021,Clark,NV,Passenger,6,2,8,568,576,1.39
December 31 2022,Grant,WA,Truck,4,0,4,28063,28067,0.01
March 31 2019,Multnomah,OR,Passenger,4,5,9,750,759,1.19
January 31 2021,Boone,MO,Passenger,0,1,1,10,11,9.09
June 30 2018,Essex,NJ,Passenger,1,0,1,11,12,8.33
July 31 2017,Stevens,WA,Passenger,8,23,31,31391,31422,0.10
January 31 2020,El Paso,TX,Passenger,3,0,3,458,461,0.65
January 31 2022,San Bernardino,CA,Passenger,1,1,2,353,355,0.56
September 30 2020,Middlesex,MA,Passenger,1,1,2,93,95,2.11
January 31 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
September 30 2021,Grays Harbor,WA,Truck,0,0,0,21400,21400,0.00
June 30 2019,Yakima,WA,Passenger,105,104,209,165143,165352,0.13
September 30 2021,Kitsap,WA,Passenger,1992,907,2899,180750,183649,1.58
February 28 2017,Thurston,WA,Truck,0,0,0,53342,53342,0.00
September 30 2019,Camden,NJ,Passenger,0,1,1,24,25,4.00
March 31 2018,Clay,FL,Passenger,0,1,1,101,102,0.98
May 31 2021,Mason,WA,Truck,0,0,0,21337,21337,0.00
December 31 2017,Allegheny,PA,Passenger,1,0,1,84,85,1.18
November 30 2019,Washoe,NV,Passenger,1,0,1,114,115,0.87
September 30 2022,Boulder,CO,Passenger,2,0,2,36,38,5.26
December 31 2021,Chelan,WA,Truck,0,0,0,23106,23106,0.00
November 30 2022,Dallas,TX,Passenger,1,0,1,92,93,1.08
July 31 2022,Bryan,GA,Passenger,0,1,1,37,38,2.63
August 31 2021,Charles,MD,Passenger,1,1,2,71,73,2.74
June 30 2020,Harford,MD,Passenger,0,1,1,58,59,1.69
March 31 2017,King,WA,Passenger,9315,3787,13102,1382699,1395801,0.94
December 31 2020,Rockingham,NH,Passenger,1,0,1,22,23,4.35
September 30 2018,Riverside,CA,Passenger,2,2,4,686,690,0.58
December 31 2018,Montgomery,MD,Passenger,1,0,1,280,281,0.36
May 31 2019,Prince William,VA,Passenger,1,4,5,248,253,1.98
November 30 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
August 31 2023,Elmore,ID,Passenger,1,0,1,9,10,10.00
December 31 2021,King,WA,Truck,6,1,7,183017,183024,0.00
December 31 2018,Okanogan,WA,Truck,0,0,0,16486,16486,0.00
August 31 2021,Franklin,WA,Passenger,139,99,238,61950,62188,0.38
February 28 2017,Garfield,WA,Passenger,0,0,0,1290,1290,0.00
November 30 2021,Williamson,TX,Passenger,1,2,3,94,97,3.09
May 31 2021,Orange,FL,Passenger,1,0,1,110,111,0.90
February 28 2019,Chelan,WA,Truck,0,0,0,22098,22098,0.00
